PRODUCT CATEGORY,PRODUCT SUB CATEGORY,PRODUCT NAME,STOCKCODE,BRAND NAME,COLOURS,PRICE,DISCOUNTED PRICE,OUT OF STOCK,IMAGE1,ITEM DESCRIPTION / FEATURES,UNIT,CLEARANCE (Y/N),CLEARANCE FROM,Clearance to (Expiry Date),New Arrival (Y/N),New Arrival (Start Date),New Arrival (End Date)
BOXING & MARTIAL ARTS,SPEEDBALLS,Boxing Speed Ball Pu,0510000274,CONNATE,,,,N,BOXING_MARTIAL_ARTS_SPEEDBALLS_Boxing_Speed_Ball_Pu_CONNATE_0510000274.JPG,,PC,N,,,N,,
BOXING & MARTIAL ARTS,SPEEDBALLS,Boxing Speed Ball Set Bp830,0510000343,BODY SCULPTURE,,,,N,BOXING_MARTIAL_ARTS_SPEEDBALLS_Boxing_Speed_Ball_Set_Bp830_BODY_SCULPTURE_0510000343.JPG,,PC,N,,,N,,
BOXING & MARTIAL ARTS,TAE KWONDO UNIFORMS,Tae Kwondo Suit Adult,0980000077,CONNATE,WHITE,,,N,BOXING_MARTIAL_ARTS_TAE_KWONDO_UNIFORMS_Tae_Kwondo_Suit_Adult_CONNATE_0980000077.JPG,,EACH,N,,,N,,
BOXING & MARTIAL ARTS,TAE KWONDO UNIFORMS,Tae Kwondo Suit Adult,0980000259,CONNATE,WHITE/BLACK,,,N,BOXING_MARTIAL_ARTS_TAE_KWONDO_UNIFORMS_Tae_Kwondo_Suit_Adult_CONNATE_0980000259.JPG,,PC,N,,,N,,
BOXING & MARTIAL ARTS,TAE KWONDO UNIFORMS,Tae Kwondo Suit Children,0980000078,CONNATE,WHITE,,,N,BOXING_MARTIAL_ARTS_TAE_KWONDO_UNIFORMS_Tae_Kwondo_Suit_Children_CONNATE_0980000078.JPG,,EACH,N,,,N,,
BOXING & MARTIAL ARTS,TAE KWONDO UNIFORMS,Tae Kwondo Suit Daedo/Spud Gee,0980000268,CONNATE,,,,N,BOXING_MARTIAL_ARTS_TAE_KWONDO_UNIFORMS_Tae_Kwondo_Suit_Daedo_Spud_Gee_CONNATE_0980000268.JPG,,EACH,N,,,N,,
BOXING & MARTIAL ARTS,TAE KWONDO UNIFORMS,Tae Kwondo Suit Itfu #110-150 White,0980000358,TOP TEN,WHITE,,,N,BOXING_MARTIAL_ARTS_TAE_KWONDO_UNIFORMS_Tae_Kwondo_Suit_Itfu_110_150_White_TOP_TEN_0980000358.JPG,,PC,N,,,Y,01/02/2016,15/03/2016
BOXING & MARTIAL ARTS,TAE KWONDO UNIFORMS,Tae Kwondo Suit Youth,0980000258,CONNATE,WHITE/BLACK,,,N,BOXING_MARTIAL_ARTS_TAE_KWONDO_UNIFORMS_Tae_Kwondo_Suit_Youth_CONNATE_0980000258.JPG,Size 110-150,PC,N,,,N,,
CAMPING,CAMPING ACCESSORIES,Camping Bed,0770000308,CONNATE,GREEN,,,Y,CAMPING_CAMPING_ACCESSORIES_Camping_Bed_CONNATE_0770000308.JPG,,PC,N,,,N,,
CAMPING,CAMPING ACCESSORIES,Camping Glow Glasses,0770000294,SUNRAY,BLUE,,,Y,CAMPING_CAMPING_ACCESSORIES_Camping_Glow_Glasses_SUNRAY_0770000294.JPG,,PC,N,,,N,,
CAMPING,CAMPING ACCESSORIES,Camping Glow Sticks 6'',0770000295,SUNRAY,BLUE,,,Y,CAMPING_CAMPING_ACCESSORIES_Camping_Glow_Sticks_6_SUNRAY_0770000295.JPG,,PC,N,,,N,,
CAMPING,CAMPING ACCESSORIES,Camping Glow Whistle Sticks,0770000296,SUNRAY,BLUE,,,N,CAMPING_CAMPING_ACCESSORIES_Camping_Glow_Whistle_Sticks_SUNRAY_0770000296.JPG,,PC,N,,,N,,
CAMPING,CAMPING ACCESSORIES,Camping Heater Easy Carry,0770000292,SUNRAY,,,,N,CAMPING_CAMPING_ACCESSORIES_Camping_Heater_Easy_Carry_SUNRAY_0770000292.JPG,,PC,N,,,N,,
CAMPING,CAMPING ACCESSORIES,Camping Lightstick Bracelets (100Pcs),0770000293,SUNRAY,,,,N,CAMPING_CAMPING_ACCESSORIES_Camping_Lightstick_Bracelets_100Pcs_SUNRAY_0770000293.JPG,,TIN,N,,,N,,
CAMPING,CAMPING ACCESSORIES,Camping Pliers Fishermen Set,0770000059,SUNRAY,,,,N,CAMPING_CAMPING_ACCESSORIES_Camping_Pliers_Fishermen_Set_SUNRAY_0770000059.JPG,1pc cutting pliers; 1pc long nose pliers,EACH,N,,,N,,
CAMPING,CAMPING ACCESSORIES,Camping Toilet Outdoor Big,0770000291,SUNRAY,,,,N,CAMPING_CAMPING_ACCESSORIES_Camping_Toilet_Outdoor_Big_SUNRAY_0770000291.JPG,,PC,N,,,N,,
CAMPING,CAMPING ACCESSORIES,Camping Toilet Outdoor Small,0770000290,SUNRAY,,,,N,CAMPING_CAMPING_ACCESSORIES_Camping_Toilet_Outdoor_Small_SUNRAY_0770000290.JPG,,PC,N,,,N,,
CAMPING,CAMPING ACCESSORIES,Pillow Camping Fabric,4830000387,INTEX,,,,Y,CAMPING_CAMPING_ACCESSORIES_Pillow_Camping_Fabric_INTEX_4830000387.JPG,43cm x 28cm x 9cm comfortable I-beam construction; ,EACH,N,,,N,,
